word,value
galantería,1
en abundancia,1
jardín,1
granate,1
guarnición,1
gaceta,1
engranaje,1
joya,1
general,1
generoso,1
genial,1
genio,1
gentil,1
hidalgo,1
dulzura,1
alta burguesía,1
geranio,1
regalo,1
gigantesco,1
risilla,1
viga,1
dando,1
planeo,1
luz tenue,1
glorificación,1
glorificar,1
gloria,1
Dios,1
oro,1
hermoso,1
bondad,1
buena voluntad,1
maravilloso,1
evangelio,1
gobernar,1
gracia,1
agraciado,1
graciosamente,1
graduación,1
nietos,1
grandeza,1
abuela,1
conceder,1
concedido,1
agradecido,1
satisfacer,1
gratitud,1
verde,1
saludo,1
gregario,1
mueca,1
molienda,1
arena,1
trabajo preparatorio,1
crecer,1
crecimiento,1
Guardia,1
guardián,1
tutela,1
gobernador,1
dirección,1
guía,1
gurú,1
tripas,1
gimnasta,1
habitat,1
granizo,1
sano,1
práctico,1
felizmente,1
contento,1
resistente,1
armoniosamente,1
armonía,1
cosecha,1
refugio,1
progreso,1
sanar,1
curación,1
saludable,1
sentido,1
hogar,1
sinceramente,1
Cielos,1
hedonismo,1
peso,1
casco,1
ayudante,1
servicial,1
herbario,1
héroe,1
heroico,1
heroica,1
heroína,1
heroísmo,1
apogeo,1
más alto,1
divertidísimo,1
hilaridad,1
alquiler,1
Hobby,1
santidad,1
santo,1
homenaje,1
homología,1
honesto,1
honestidad,1
miel,1
Luna de miel,1
honor,1
honorable,1
esperanza,1
esperanzado,1
horizonte,1
hospitalidad,1
casa,1
gestión interna,1
humano,1
humanitario,1
humanidad,1
humilde,1
humillado,1
humildemente,1
humildad,1
humorista,1
humorístico,1
Hurra,1
Cállate,1
choza,1
higiénico,1
himno,1
idealismo,1
ídolo,1
iluminación,1
ilustrar,1
ilustre,1
imaginativo,1
inmaculado,1
inmediatamente,1
inmenso,1
sumergirse,1
inmortal,1
inamovible,1
impartir,1
imparcial,1
imparcialidad,1
impermeable,1
importancia,1
importante,1
impresionar,1
impresión,1
mejorado,1
mejora,1
mejorando,1
improvisar,1
inalienable,1
inauguración,1
incisivo,1
incluir,1
incluido,1
incluso,1
inclusivo,1
ingresos,1
incrementar,1
indeleble,1
indemnidad,1
independencia,1
indestructible,1
individualidad,1
indomable,1
inefable,1
barato,1
infalible,1
infantil,1
infiltración,1
infinito,1
influencia,1
influyente,1
información,1
ingenioso,1
herencia,1
inimitable,1
inocencia,1
inocentemente,1
inocuo,1
innovar,1
innovación,1
investigador,1
investigación,1
inquisitivo,1
inseparable,1
insignias,1
inspector,1
inspiración,1
inspirar,1
inspirado,1
instintivo,1
instruir,1
instrucción,1
instructor,1
instrumental,1
asegurar,1
intacto,1
integridad,1
intelecto,1
intelectual,1
inteligencia,1
destinado a,1
intenso,1
coito,1
interesar,1
interesado,1
interesante,1
interior,1
interlocutorio,1
interludio,1
intervención,1
íntimo,1
entonación,1
intrépido,1
intuición,1
intuitivo,1
invariablemente,1
inventivo,1
inventor,1
investigar,1
vigorizar,1
invitación,1
hierro,1
irreducible,1
irrefutable,1
bote,1
mermelada,1
trabajo,1
unirse,1
unido,1
bromista,1
bromas,1
periodista,1
viaje,1
jovial,1
jubiloso,1
aniversario,1
judicial,1
juicioso,1
saltar,1
justicia,1
justificable,1
justificación,1
recuerdo,1
conocido,1
piedra clave,1
tipo,1
parientes,1
Rey,1
Beso,1
gatito,1
maña,1
caballero,1
conocimiento,1
prestigio,1
labor,1
cordón,1
Cordero,1
tierra,1
aterrizado,1
láser,1
loable,1
risa,1
riendo,1
lanzamiento,1
laureado,1
laurel,1
laureles,1
prodigar,1
legal,1
dirigir,1
líder,1
liga,1
aprender,1
aprendizaje,1
conferencista,1
libertad de acción,1
legalizado,1
legendario,1
legibilidad,1
legible,1
ocio,1
sin prisa,1
lema,1
lección,1
letrado,1
nivel,1
apalancamiento,1
liberal,1
liberar,1
biblioteca,1
alma,1
faro,1
gusto,1
lingüista,1
león,1
lógico,1
longevidad,1
señor,1
señorío,1
amor,1
amante,1
amoroso,1
leal,1
suerte,1
lustre,1
lustroso,1
lujo,1
lira,1
lírico,1
mágico,1
imán,1
magnetismo,1
magnetita,1
magnificencia,1
magnífico,1
doncella,1
principal,1
pilar,1
majestuoso,1
majestad,1
mayoria,1
gestionar,1
administración,1
mandarín,1
virilidad,1
manifestado,1
varonil,1
maná,1
amanerado,1
modales,1
fabricante,1
marzo,1
marcado,1
vendible,1
marqués,1
matrimonio,1
médula,1
casar,1
mariscal,1
maravilla,1
maravillosamente,1
masculino,1
masaje,1
obra maestra,1
maestría,1
materno,1
matrona,1
máximo,1
alcalde,1
prado,1
mesurado,1
medalla,1
mediar,1
mediación,1
mediador,1
médico,1
Mediterráneo,1
popurrí,1
memorable,1
zurcidura,1
menstruo,1
mentor,1
misericordioso,1
misericordia,1
unir,1
mérito,1
meritorio,1
metropolitano,1
brío,1
microscopía,1
Partera,1
partería,1
poderoso,1
mímica,1
consciente de,1
atención plena,1
ministerio,1
milagro,1
milagroso,1
misionero,1
modelo,1
moderar,1
moderador,1
modesto,1
modestia,1
impulso,1
monetario,1
dinero,1
monje,1
Monumento,1
moral,1
moralidad,1
mortero,1
madre,1
maternidad,1
motivo,1
móvil,1
agente de mudanzas,1
jarra,1
muscular,1
música,1
musical,1
mudable,1
mutuo,1
siesta,1
naturalista,1
navegable,1
pulcramente,1
néctar,1
aguja,1
negociador,1
vecino,1
nervio,1
hacerse un nido,1
nobleza,1
noble,1
nominación,1
normalidad,1
Incapaz,1
notables,1
noción,1
notoriedad,1
alimento,1
números,1
enfermera,1
guardería,1
nutrir,1
nutritivo,1
roble,1
oasis,1
juramento,1
obediencia,1
objetivo,1
observante,1
asequible,1
obvio,1
ocupante,1
ocupación,1
ocupar,1
oferta,1
oficial,1
vástago,1
omnipotencia,1
omnisciente,1
ópera,1
oportuno,1
oportunidad,1
optimismo,1
optimista,1
opción,1
Opcional,1
oráculo,1
oración,1
orquesta,1
ordenado,1
ordenación,1
orgánico,1
organización,1
organizar,1
organizado,1
orgasmo,1
originalidad,1
adornado,1
explosión,1
Salir,1
excepcional,1
exterior,1
lleno de alegría,1
abrumador,1
propiedad,1
Pacífico,1
almohadilla,1
relleno,1
paleta,1
sabroso,1
paliativo,1
panacea,1
estilo,1
pimenton,1
desfile,1
dechado,1
supremo,1
paráfrasis,1
perdón,1
familia,1
parietal,1
participar,1
participación,1
asociación,1
pasión,1
apasionado,1
pasatiempo,1
pastor,1
Pastelería,1
pastar,1
patentar,1
paciente,1
patriarcal,1
patrón,1
mecenazgo,1
paga,1
paz,1
pavo real,1
picotear,1
peculiaridad,1
árbol genealógico,1
sin par,1
inclinación,1
percibir,1
perceptible,1
perenne,1
Perfecto,1
perfección,1
ejecutante,1
gaje,1
permiso,1
perpetuidad,1
persistencia,1
persistente,1
de buen ver,1
pertinente,1
petróleo,1
farmacéutico,1
filántropo,1
filantropía,1
filósofo,1
fénix,1
fonético,1
física,1
fisiología,1
físico,1
recoger,1
picnic,1
pintoresco,1
piedad,1
píldora,1
almohada,1
piloto,1
pináculo,1
pionero,1
pivote,1
plácido,1
planificación,1
juguetón,1
patio de recreo,1
teatro,1
satisfecho,1
promesa,1
plenario,1
plexo,1
ciruela,1
sondear,1
felpa,1
capa,1
intencionadamente,1
policía,1
polaco,1
pulido,1
piscina,1
papa,1
popularidad,1
popularizado,1
población,1
portátil,1
poseer,1
potable,1
potencia,1
poderosamente,1
práctica,1
alabanza,1
alabado,1
orar,1
precaución,1
preceder,1
precedencia,1
precioso,1
precisión,1
predilección,1
predominante,1
preeminente,1
preferir,1
primer ministro,1
local,1
preparar,1
preparado,1
presciente,1
presencia,1
presente,1
presentable,1
presentación,1
preservativo,1
preservar,1
presto,1
bonita,1
prevalecer,1
prevención,1
no tiene precio,1
orgullo,1
sacerdote,1
sacerdocio,1
sacerdotal,1
primacía,1
primario,1
cebador,1
Príncipe,1
principesco,1
princesa,1
director de escuela,1
prístino,1
privilegiado,1
probidad,1
procedimiento,1
procesión,1
procurador,1
obtener,1
pródigo,1
prodigioso,1
prodigio,1
productor,1
producción,1
productivo,1
productividad,1
profesión,1
profesional,1
profesor,1
profuso,1
progresión,1
progresivo,1
prolífico,1
prominencia,1
prominentemente,1
prometedor,1
promoción,1
apuntalar,1
apropiado,1
profeta,1
profiláctico,1
proposición,1
perspectiva,1
prosperar,1
prosperidad,1
próspero,1
proteger,1
protector,1
orgulloso,1
probar,1
proverbial,1
proporcionar,1
siempre que,1
prudencia,1
prudente,1
salmo,1
público,1
Halar,1
púlpito,1
puntual,1
puntualidad,1
perrito,1
puramente,1
purificación,1
purificar,1
purista,1
pureza,1
ronroneo,1
calificado,1
calificativo,1
búsqueda,1
pregunta,1
rapidez,1
inactivo,1
tranquilo,1
quinina,1
citar,1
resplandor,1
irradiar,1
radio,1
arrebatado,1
rapto,1
racional,1
delirio,1
lector,1
fácilmente,1
preparación,1
leyendo,1
reafirmar,1
razón,1
seguridades,1
tranquilizar,1
reembolso,1
refundir a,1
recibido,1
recepción,1
corresponder,1
recuperación,1
reclinar,1
reconocible,1
recomendar,1
reconciliación,1
reconsideración,1
reconstruir,1
reconstrucción,1
grabadora,1
recuperar,1
recreación,1
recreativo,1
rectificar,1
redención,1
refinar,1
refinamiento,1
reforma,1
reformador,1
refrescante,1
restaurar,1
regente,1
regresivo,1
regularidad,1
regular,1
rehabilitar,1
rehabilitación,1
reembolsar,1
reforzamiento,1
reintegrar,1
alegrarse,1
rejuvenecer,1
rejuvenecido,1
reavivar,1
relajación,1
confiabilidad,1
de confianza,1
dependencia,1
permanece,1
rehacer,1
notable,1
remedio,1
remisión,1
remodelar,1
Renacimiento,1
hacer,1
renovación,1
renovar,1
renombre,1
renombrado,1
reorganizar,1
reparación,1
pagar,1
arrepentirse,1
reponer,1
repleto,1
reportero,1
reposo,1
representado,1
reproductivo,1
rescate,1
reserva,1
residente,1
elástico,1
resistador,1
resueltamente,1
recursos,1
el respeto,1
respetabilidad,1
respetable,1
respetuoso,1
respecto a,1
saludos,1
respiro,1
resplandeciente,1
responsable,1
sensible,1
descanso,1
sosegado,1
restitución,1
restaurativo,1
restaurando,1
restricción,1
reanudación,1
retencion,1
Jubilación,1
reunión,1
jaranear,1
fiestas,1
reverenciar,1
reverencia,1
reverendo,1
ensueño,1
revisar,1
reanimar,1
revolución,1
revolucionario,1
recompensa,1
ritmo,1
rítmico,1
cinta,1
riqueza,1
jinete,1
justo,1
legítimo,1
correctamente,1
maduro,1
madurar,1
creciente,1
remachado,1
coche de turismo,1
robusto,1
rock,1
barra,1
romance,1
romántico,1
romanticismo,1
retozar,1
enraizado,1
rosado,1
lista,1
rutina,1
realeza,1
rúbrica,1
salvaguardia,1
sabio,1
Smo,1
salario,1
saliente,1
salvación,1
ungüento,1
samurai,1
santificación,1
santificar,1
santuario,1
sanitario,1
satín,1
satisfactoriamente,1
salvar,1
ahorros,1
saborear,1
comprensión,1
espantapájaros,1
beca,1
científico,1
Puntuación,1
escriba,1
guión,1
de chuparse los dedos,1
escultura,1
mar,1
sello,1
sazonado,1
reclusión,1
secretaría,1
antigüedad,1
sensacional,1
sensibilidad,1
sesudamente,1
sensual,1
sensualidad,1
sentimental,1
sentimentalismo,1
centinela,1
serenidad,1
sermón,1
suero,1
Settlor,1
sexo,1
forma,1
bien proporcionado,1
compartir,1
abrigo,1
brillar,1
compras,1
hombro,1
perspicaz,1
seda,1
simplificar,1
sinceridad,1
canta,1
individualmente,1
hermandad,1
hábil,1
cielo,1
pizarra,1
pulcro,1
esbelto,1
Delgado,1
sonreír,1
sonriente,1
herido,1
suavidad,1
risa disimulada,1
sobriedad,1
sociable,1
consuelo,1
soldado,1
sólido,1
solidez,1
solución,1
solvencia,1
sonar,1
sonata,1
soneto,1
sonoro,1
calmante,1
sopa,1
spa,1
espacioso,1
spaniel,1
especial,1
espectáculo,1
habla,1
rápido,1
ortografía,1
especia,1
espina,1
espléndido,1
esplendor,1
patrocinador,1
esposa,1
picea,1
estable,1
staccato,1
inoxidable,1
semental,1
aguante,1
en pie,1
estrella,1
luz de las estrellas,1
estrellado,1
declaración,1
estatua,1
estado,1
firme,1
estelar,1
libra esterlina,1
quietud,1
almacenar,1
sencillo,1
estratégico,1
estratega,1
fuerza,1
fortalecimiento,1
sorprendentes,1
sorprendentemente,1
fuertemente,1
estructura,1
estudiar,1
sublimación,1
sustancia,1
sustantivo,1
tener éxito,1
subsiguiente,1
éxito,1
exitoso,1
sucinto,1
suculento,1
suficiencia,1
azúcar,1
bochornoso,1
sol,1
soleado,1
puesta de sol,1
sobrehumano,1
superior,1
superioridad,1
superhombre,1
superestrella,1
superstición,1
súplica,1
suministros,1
suministro,1
soportado,1
seguidor,1
secundario,1
supremacía,1
supremamente,1
conjetura,1
incomparable,1
sorpresa,1
rodear,1
agrimensura,1
sobrevivir,1
jurar,1
dulce,1
dulces,1
nadar,1
simbólico,1
simétrico,1
simetría,1
simpático,1
simpatía,1
sinfonía,1
sincronizar,1
sinérgico,1
sínodo,1
sinónimo,1
tacto,1
cuento,1
talento,1
talismán,1
hablar,1
bronceado,1
tentador,1
tarea,1
de buen gusto,1
enseñar,1
tecnología,1
adolescentes,1
templanza,1
templado,1
sostenible,1
tenaz,1
tenacidad,1
tenencia,1
inquilino,1
acción de gracias,1
teórico,1
terapéutico,1
terapéutica,1
pura sangre,1
pensativo,1
consideración,1
ahorro,1
trono,1
cosquillas,1
embaldosado,1
oropel,1
título,1
brindis,1
tolerante,1
tolerancia,1
parte superior,1
torre,1
imponente,1
tradicional,1
tranquilidad,1
trascendencia,1
trascendental,1
de viaje,1
tesoro,1
tratar,1
árbol,1
tremendamente,1
tendencia,1
tributo,1
trigonometría,1
triunfo,1
triunfante,1
trofeo,1
tregua,1
CIERTO,1
verdad,1
veracidad,1
tutor,1
gemelo,1
centelleo,1
por último,1
árbitro,1
unanimidad,1
unánime,1
invicto,1
irrompible,1
desenfrenado,1
sin restricciones,1
subrayar,1
suscribir,1
indiviso,1
inequívocamente,1
inesperado,1
desplegar,1
unificación,1
uniformemente,1
no imaginable,1
no infectado,1
único,1
unísono,1
unitario,1
unidad,1
Universidad,1
ilimitado,1
no pretencioso,1
incuestionable,1
incuestionablemente,1
incontestable,1
indemne,1
altruista,1
insuperado,1
desatar,1
inquebrantable,1
cuesta arriba,1
vertical,1
utilidad,1
ujier,1
usual,1
utópico,1
vacaciones,1
vacuna,1
valioso,1
vanguardia,1
vencer a,1
terciopelo,1
aterciopelado,1
venerable,1
veneración,1
verificación,1
verificado,1
en verdad,1
verdadero,1
vernal,1
veterano,1
vicario,1
Víctor,1
victorioso,1
victoria,1
vigor,1
vigoroso,1
aldeano,1
vindicado,1
vindicación,1
Virgen,1
virginidad,1
virtud,1
virtuoso,1
visión,1
visionario,1
visitar,1
visitante,1
vital,1
vitalidad,1
vivaz,1
vívido,1
vocabulario,1
voluntario,1
voluptuoso,1
votar,1
atestiguar,1
voto,1
guerrero,1
perro guardián,1
sereno,1
a prueba de la intemperie,1
bienvenida,1
blanco,1
blancura,1
postigo,1
extendido,1
de buena gana,1
ganancia inesperada,1
ganador,1
ganancias,1
inalámbrico,1
wis,1
sabiduría,1
ingenio,1
resistir a,1
mago,1
matriz,1
trabajando,1
rendir culto,1
wot,1
escritor,1
anhelo,1
joven,1
mas joven,1
juventud,1
celo,1
celoso,1
Acolitar,1
Avispado,1
chiripa,1
fresco,1
ñeque,1
alhaja,1
ananay,1
cachar,1
gara,1
a lo bestia,1
a vaca,1
bacán,1
Chevere,1
billeteado,1
broder,1
buena facha,1
broda,1
chance,1
Yapa,1
de una,1
estar mosca,1
la bola,1
llave,1
ñañito,1
pelucón,1
ponte once,1
ponte pilas,1
vivísimo,1
la plena,1
abandonar,-1
abandonado,-1
secuestro,-1
ausencia,-1
ausente,-1
absurdo,-1
accidental,-1
maldito,-1
acusación,-1
dolor,-1
espurio,-1
adversario,-1
adverso,-1
afligir,-1
afligido,-1
aflicción,-1
asustado,-1
agresor,-1
enfermo,-1
enojado,-1
angustia,-1
molestar,-1
molestia,-1
molesto,-1
anular,-1
antagonista,-1
apático,-1
detención,-1
arrogante,-1
artillería,-1
culo,-1
asesino,-1
asesinato,-1
Estúpido,-1
atroz,-1
austero,-1
contrario,-1
aversión,-1
evitar,-1
horrible,-1
torpeza,-1
torcido,-1
hacia atrás,-1
NO TRANSLATION,-1
mal,-1
obstáculo,-1
perdición,-1
explosión,-1
arruinado,-1
bárbaro,-1
prohibido,-1
estéril,-1
infundado,-1
obsceno,-1
bestial,-1
tardío,-1
juerga,-1
privado,-1
traición,-1
parcial,-1
fanático,-1
perra,-1
extraño,-1
negro,-1
culpa,-1
blasfemia,-1
defecto,-1
plaga,-1
hinchado,-1
gota,-1
